A2H1-2FG;3;;;
AABFG;3;;;
AACBF;3;;;
AAE32F;3;;;
AAFG;3;;;
AAKG;3;;;
AAPGFG;3;;;
AAPPFG;3;;;
AARGFG;3;;;
AARPFG;3;;;
AK102F;3;;;
AK104F;3;;;
AK105F;3;;;
AK106-7F;3;;;
ALMAKG;3;;;
ALMCKG;3;;;
ALL0.28F;3;;;
AMAAKG;3;;;
ARA30F;3;;;
ARAL2.0F;3;;;
ARAL3F;3;;;
ARG05F;3;;;
ARG3F;3;;;
ARGCBF;3;;;
ARGNF;3;;;
ARQK120F;3;;;
ATCHF;3;;;
BOLM4F;3;;;
BOLM6F;3;;;
BOLM8F;3;;;
BRBPF;3;;;
BRGPF;3;;;
BROPLAS;3;;;
BROR;3;;;
BX100CO;3;;;
CCOLKG;3;;;
CEMXR;3;;;
CLCBF;3;;;
CNFCF;3;;;
DAMX100;3;;;
DDBX100;3;;;
DIJMETPF;3;;;
EEROLLO;3;;;
GALLAVPF;3;;;
GLLAVMF;3;;;
HILTJXK;3;;;
LENTJF;3;;;
PAMBEF;3;;;
PANTIGF;3;;;
PARTF;3;;;
PCOBPF;3;;;
PEBTO3F;3;;;
PEGSENF;3;;;
PEMADEF;3;;;
PEMAPEGF;3;;;
PENIPLF;3;;;
PENPROF;3;;;
PEPNF;3;;;
PEPR3F;3;;;
PHTRASNF;3;;;
PMCF;3;;;
PMETF;3;;;
PPFG;3;;;
REB2X2F;3;;;
RH/TEJ;3;;;
RTU1X1F;3;;;
S10HCBF;3;;;
SBV10F;3;;;
SBV8F;3;;;
SD06X100;3;;;
SD08X100;3;;;
SD10X100;3;;;
SDSENF;3;;;
SE10HGF;3;;;
S/ELASF;3;;;
SEPMEAF;3;;;
TAPNNIF;3;;;
TCPEQUF;3;;;
TENX100;3;;;
TERCADF;3;;;
TEREC2F;3;;;
TEREC4F;3;;;
UCB2.3F;3;;;
AAF;6;;;
ABAT;6;;;
ABTL;6;;;
ABTLP;6;;;
ABTM;6;;;
ACCTDI;6;;;
ACCTOR;6;;;
ACMN;6;;;
ACPCG;6;;;
ACPCP;6;;;
ACHP;6;;;
AD08;6;;;
AD10;6;;;
AD15;6;;;
ADDO09;6;;;
ADDO12;6;;;
ADPLAS;6;;;
AECHP50;6;;;
AFG;6;;;
AFT10;6;;;
AFT13;6;;;
AFT16;6;;;
AFT67;6;;;
AFT68;6;;;
AFT71;6;;;
ANAF;6;;;
ANAG;6;;;
AP1HOJA;6;;;
AP2FPQ;6;;;
AP2RL;6;;;
AP6FL;6;;;
APCRIS;6;;;
APER;6;;;
APFP;6;;;
APGF;6;;;
APGL;6;;;
APHB;6;;;
APHC;6;;;
APLAM;6;;;
APLAP;6;;;
APLAS;6;;;
APLEM;6;;;
APLEN;6;;;
APLx12;6;;;
APMG;6;;;
APOK;6;;;
APRL;6;;;
APTP;6;;;
APVM;6;;;
APZAP;6;;;
ARLZ;6;;;
AROR;6;;;
ASEN;6;;;
BAAR;6;;;
BAMA;6;;;
BAXP;6;;;
BGDI;6;;;
BMPA;6;;;
BODE04;6;;;
BODE06;6;;;
BODE08;6;;;
BODE10;6;;;
BODE12;6;;;
BRCG;6;;;
BRCP;6;;;
BRDA;6;;;
BRDGR;6;;;
BRIEX;6;;;
BROF;6;;;
BROG;6;;;
BROPA;6;;;
BROPI;6;;;
BROSV;6;;;
BRRF;6;;;
CALCO;6;;;
CANUT;6;;;
CASCN;6;;;
CAVM;6;;;
CCTP;6;;;
CCHN;6;;;
CCHR;6;;;
CGYM;6;;;
CGYP;6;;;
CIRCLL;6;;;
CJC6;6;;;
CJCL6;6;;;
CJRG;6;;;
CJRM;6;;;
CJT;6;;;
CMETR;6;;;
CNA4;6;;;
CNA4R;6;;;
CNA6;6;;;
CNA8;6;;;
CNAB10;6;;;
CNAB1.56;6;;;
CNAB4;6;;;
CNAB6;6;;;
CNAB6N;6;;;
CNABP12;6;;;
CNBOL12;6;;;
CNBOL8;6;;;
CNC4;6;;;
CNC6;6;;;
CND10;6;;;
CND12;6;;;
CND14;6;;;
CNO10;6;;;
CNO6;6;;;
COCHNV;6;;;
COCHQ;6;;;
COLPNG;6;;;
COLPNP;6;;;
CONCAS;6;;;
CORCAS;6;;;
CORCO;6;;;
CORSP;6;;;
CRISHOJ;6;;;
CRISTN10;6;;;
CRISTN4;6;;;
CRISTN6;6;;;
CRISTN8;6;;;
CROX12;6;;;
CROXUN;6;;;
CTN6;6;;;
CUARJB10;6;;;
CUARJB6;6;;;
CUARJB8;6;;;
CUARJC10;6;;;
CUARJC4;6;;;
CUARJC8;6;;;
CUARJE;6;;;
CHAH;6;;;
CHAMES;6;;;
CHAQ;6;;;
CHAQM;6;;;
CHBI;6;;;
DAMXFU;6;;;
DBB10;6;;;
DBB4;6;;;
DBB5X8;6;;;
DBB6X9;6;;;
DBB8;6;;;
DBBC4;6;;;
DBBC6;6;;;
DBBC8;6;;;
DBBI10;6;;;
DBB6;6;;;
DBBI6;6;;;
DBDPX12;6;;;
DBE/C;6;;;
DBP6;6;;;
DBT5X8I;6;;;
DCCM;6;;;
DDB2H;6;;;
DIJAG;6;;;
DIJAR;6;;;
DIJCAM;6;;;
DIJCAR;6;;;
DIJCB;6;;;
DIJCG;6;;;
DIJCGM;6;;;
DIJCOP;6;;;
DIJCPP;6;;;
DIJCPPA;6;;;
DIJCPR;6;;;
DIJCRG;6;;;
DIJCRP;6;;;
DIJDVM;6;;;
DIJECP;6;;;
DIJECR;6;;;
DIJGH;6;;;
DIJGNG;6;;;
DIJMET;6;;;
DIJOG;6;;;
DIJQFP;6;;;
DIJVFO;6;;;
DIJVFP;6;;;
DIJVFV;6;;;
DJCLX100;6;;;
DOGOPT;6;;;
E244-313;6;;;
ELAST;6;;;
ENCAJC;6;;;
ENCAJET;6;;;
ENCAJS;6;;;
ENCGP;6;;;
ENCJ11B;6;;;
ENCJ1B;6;;;
ENCJ5B;6;;;
ENCJC;6;;;
ENCJCR;6;;;
ENCJM;6;;;
ENCJN;6;;;
ENCJP;6;;;
ENCJTX1;6;;;
ENCTG;6;;;
EREF336;6;;;
EREF445;6;;;
EREF703;6;;;
EREF722;6;;;
EREF730;6;;;
ESC9X;6;;;
ESC9X5;6;;;
ESCEP;6;;;
ESCMD;6;;;
ESCPE;6;;;
ESG12;6;;;
ESG22;6;;;
ESTC;6;;;
ESTC9X9;6;;;
ESTCB;6;;;
ESTCP;6;;;
ESTOR;6;;;
ESTPLAN;6;;;
ESTPLG;6;;;
ESTR8X11;6;;;
EXAGR;6;;;
FATG;6;;;
FATM;6;;;
FATP;6;;;
FICHP;6;;;
FUNX16;6;;;
FUNX7;6;;;
FUNX9;6;;;
GARGCH;6;;;
GRANB12;6;;;
GRANB3;6;;;
GRANB8;6;;;
GRANC;6;;;
GRANF11;6;;;
GRANP;6;;;
GRANT;6;;;
GRANV;6;;;
HALG;6;;;
HALGF;6;;;
HELAST;6;;;
HILBX12;6;;;
HILDCEL;6;;;
HILNY;6;;;
HILOC;6;;;
HILOP;6;;;
HILP;6;;;
HILPDOR;6;;;
HILPDPX;6;;;
HILP/DX8;6;;;
LETDOM;6;;;
LETDOP;6;;;
LOPA;6;;;
LPC;6;;;
LLAVMO;6;;;
MALLGR;6;;;
MPLLMD;6;;;
MUNLLA;6;;;
MUNLLM;6;;;
MUNLLP;6;;;
MURB08;6;;;
MURB10;6;;;
PA6B10T;6;;;
PA6BP;6;;;
PAB10;6;;;
PAB12;6;;;
PAB6;6;;;
PAB8;6;;;
PABG;6;;;
PAE10;6;;;
PAEN;6;;;
PAF16;6;;;
PAF2;6;;;
PAF4;6;;;
PAF6;6;;;
PAF7;6;;;
PAF8;6;;;
PAF9;6;;;
PAH3/7;6;;;
PALCIRC;6;;;
PALTEJE;6;;;
PALTEPL;6;;;
PALTEX4;6;;;
PANPTI;6;;;
PAO10;6;;;
PAR20;6;;;
PAR35;6;;;
PARP;6;;;
PATPQ;6;;;
PC13X18T;6;;;
PCCG;6;;;
PCNA;6;;;
PCNAT;6;;;
PDBBPX12;6;;;
PDBTX12;6;;;
PEGATU;6;;;
PEGATUG;6;;;
PEGATUP;6;;;
PEGTELA;6;;;
PEGTEPM;6;;;
PEINXPAR;6;;;
PELLF1;6;;;
PELLG2;6;;;
PEMETAF;6;;;
PERL10;6;;;
PERL5;6;;;
PERL9;6;;;
PERP4;6;;;
PERP5;6;;;
PFP10;6;;;
PIB04;6;;;
PIB08;6;;;
PIB10;6;;;
PIB12;6;;;
PICG;6;;;
PIDOTT;6;;;
PIEA;6;;;
PIEN10;6;;;
PIEN14;6;;;
PIENDP;6;;;
PIENVM;6;;;
PIEOGE;6;;;
PIEOGP;6;;;
PIGA;6;;;
PINB04;6;;;
PINB08;6;;;
PINB12;6;;;
PINBTA;6;;;
PINC11;6;;;
PINDITIR;6;;;
PINFPP;6;;;
PINFPR;6;;;
PINPPL;6;;;
PINPR;6;;;
PINT11;6;;;
PINZAE;6;;;
PINZALI;6;;;
PINZBFI;6;;;
PIOTTP;6;;;
PIVB10;6;;;
PIVB12;6;;;
PIVT10;6;;;
PJAG;6;;;
PJAP10;6;;;
PJAP12;6;;;
PJAP16;6;;;
PJAP4;6;;;
PJAP6;6;;;
PJAP8;6;;;
PJINDG;6;;;
PJINDIJ;6;;;
PJINR;6;;;
PJIP18;6;;;
PMB10;6;;;
PMB14;6;;;
PMEB04;6;;;
PMEB06;6;;;
PMEB08;6;;;
PMEB10;6;;;
PMEB12;6;;;
PMEC06;6;;;
PMEC10;6;;;
PMET04;6;;;
PMET06;6;;;
PMPL;6;;;
PNACO;6;;;
PNB2HGT;6;;;
PNB2HP;6;;;
PNBB08;6;;;
PNG09;6;;;
PNG10;6;;;
PNG13TI;6;;;
PNREC;6;;;
PNT13TI;6;;;
POG14TI;6;;;
POGB06;6;;;
POGB08;6;;;
POGB10;6;;;
POGB12;6;;;
POGB14;6;;;
POGCUA;6;;;
POGD04;6;;;
POGD06;6;;;
POGD10;6;;;
POGD12;6;;;
POGDRP;6;;;
POGDRT;6;;;
POTB06;6;;;
POTB08;6;;;
POTB10;6;;;
POTB12;6;;;
POTC06;6;;;
POTC12;6;;;
POTO10;6;;;
POTR10;6;;;
POTR14;6;;;
POTR19;6;;;
POTR25;6;;;
POTRGT;6;;;
PPC;6;;;
PPHG;6;;;
PPHH;6;;;
PPM;6;;;
PPS10;6;;;
PPS12;6;;;
PPS14;6;;;
PPS16;6;;;
PPS20;6;;;
PPS6;6;;;
PPS8;6;;;
PPTPLAS;6;;;
PULCN;6;;;
PULGTA;6;;;
PULSAG;6;;;
PVB10N;6;;;
PVNAT;6;;;
R56891;6;;;
RALJG;6;;;
RALJP;6;;;
RAND10;6;;;
RAND12;6;;;
RAND14;6;;;
RBBO08;6;;;
RECTAG;6;;;
REVI07;6;;;
REVI23;6;;;
RHP/DP;6;;;
RN/ELAS;6;;;
ROALGU;6;;;
ROLLCS;6;;;
RPUYCO;6;;;
RRBO04;6;;;
RRBO06;6;;;
SARTCM;6;;;
SARTL;6;;;
SARTM;6;;;
SARTP;6;;;
SB10HD;6;;;
SB14HG;6;;;
SDC2X1;6;;;
SDC2X2;6;;;
SDC3X3;6;;;
SDC7X1;6;;;
SDEM08;6;;;
SDEM10;6;;;
SDEM12;6;;;
SDIJPE;6;;;
SDIYCA;6;;;
SDR2X23;6;;;
SDT14;6;;;
SDT5X1;6;;;
SDT6X1;6;;;
SDT6X8;6;;;
SE2HCD;6;;;
SECI10;6;;;
SED3HF;6;;;
SEDB06;6;;;
SEDB08;6;;;
SEDB10;6;;;
SEDB12;6;;;
SEDB14;6;;;
SEDB16;6;;;
SEDB1618;6;;;
SEDOGR;6;;;
SEDT05;6;;;
SEDTC1;6;;;
SEDTC3;6;;;
SEP5H;6;;;
SEPCAT;6;;;
SEPDAN;6;;;
SEPDHO;6;;;
SFCDGR;6;;;
SFCDPQ;6;;;
SLIQUI;6;;;
SLIQX100;6;;;
SOB/A;6;;;
SOB/C;6;;;
SOB/P;6;;;
SUDIJE;6;;;
TAJTAG;6;;;
TC10X3M;6;;;
TC15X3G;6;;;
TC8X17P;6;;;
TCC1.0X1;6;;;
TCD;6;;;
TCDOR;6;;;
TCENP;6;;;
TCINAN;6;;;
TCNC;6;;;
TCR1.5X2;6;;;
TCURXRP;6;;;
TICINTU;6;;;
TICUE;6;;;
TIJER3;6;;;
TIJER4;6;;;
TIRAGY;6;;;
TIRAP2;6;;;
TIRAP5;6;;;
TIRAPV;6;;;
TIRGYM;6;;;
TIRGYP;6;;;
TMEDCI;6;;;
TPAATA;6;;;
TPDANC;6;;;
TPDAXRO;6;;;
TPLASA;6;;;
UCBF1.5;6;;;
UCBF2.4;6;;;
UCBF3.2;6;;;
UCSYB2.4F;6;;;
UCSYB3.2F;6;;;
CORTH;12;;;
CHAARN;25;2;82;6
CA/30;100;;;
CAB1.5;100;;;
CAB1.5B;100;;;
CAB2.0;100;;;
CAB2.0B;100;;;
CAB2.4X4;100;;;
CAB3.2X6;100;;;
CACR2.4;100;;;
CADGRU;100;;;
CADK13;100;;;
CADK14;100;;;
CADK15;100;;;
CADK16;100;;;
CADK17;100;;;
CADK18;100;;;
CADL19;100;;;
CADO100;100;;;
CAK1620;100;;;
CAK1621D;100;;;
CAK1622;100;;;
CAK1809;100;;;
CAK19;100;;;
CAK75;100;;;
CAK846;100;;;
CAPLAFI;100;;;
CAPLAGR;100;;;
CBF1.5X3;100;;;
CDTM1.9;100;;;
CK1032;100;;;
CK1046;100;;;
CK1047;100;;;
CK10615;100;;;
CK10619;100;;;
CK12306;100;;;
CK1233;100;;;
CK13301;100;;;
CK13608;100;;;
CK1426;100;;;
CK1466;100;;;
CK1721;100;;;
CK1819;100;;;
CK18D;100;;;
CK826;100;;;
CSYB1.9;100;;;
CSYB3.2;100;;;
CW19;100;;;
CY1419;100;;;
CY1455;100;;;
CY1737;100;;;
CY1738;100;;;
CY1739;100;;;
CY18-18;100;;;
CY1829;100;;;
CY1906;100;;;
CY1925;100;;;
CY1926;100;;;
HILCM;100;;;
HILCTB;100;;;
HILCTD;100;;;
HILCTP;100;;;
HILCTR;100;;;
CACBR;60M;;;
CADO;60M;;;
CADT21;60M;;;
APLIXM;6M;;;
CHAXM;6M;;;
