A2H1-2FG;ALFILER 2 HUECOS 1 - 2 FDA/GDE;A2H1-2FG;UND;3;5;4;2;3;;;
PMEC06;PEPA METALIZADA ESPECIAL CUADRADO 6X10;PMEC06;UND;2;1;2;65;6;;;
PMEC10;PEPA METALIZADA ESPECIAL CUADRADO 10X 12;PMEC10;UND;2;2;2;77;6;;;
PMET04;PEPA METALIZADA ESPECIAL TUBO 4 X 6;PMET04;UND;1;3;1;64;6;;;
PMET06;PEPA METALIZADA ESPECIAL TUBO 6X15;PMET06;UND;1;35;1;7;6;;;
PMPL;PULSERA MADERA CON PLACA LARGA;PMPL;UND;0;78;0;98;6;;;
PNACO;PERLA NATURAL COLOR;PNACO;UND;1;2;1;51;6;;;
PNB2HGT;PIEDRA NAT.BENTURINA 2H.GRAND T;PNB2HGT;UND;6;75;8;1;6;;;
PNB2HP;PIEDRA NATURAL BENTURINA 2 HUECOS PQ.;PNB2HP;UND;6;5;8;13;6;;;
PNBB08;PIEDRA NATURAL BENTURINA BOLA #8;PNBB08;UND;3;5;4;38;6;;;
PNG09;PIEDRA NATURAL GOTA 9 X 12;PNG09;UND;3;8;4;75;6;;;
PNG10;PIEDRA NATURAL GOTA 10 X 14;PNG10;UND;3;9;4;88;6;;;
PNG13TI;PIEDRA NATURAL GOTA 13X18 TIRA;PNG13TI;UND;4;95;5;94;6;;;
PNREC;PIEDRA NATURAL RECTANGULO;PNREC;UND;4;3;5;38;6;;;
PNT13TI;PIED. NAT. TAMBOR 13X18 TI;PNT13TI;UND;6;9;8;28;6;;;
POG14TI;PIED. O/GATO BOLA #14 TIR;POG14TI;UND;4;5;5;4;6;;;
POGB06;PIEDRA OJO DE GATO BOLA # 6;POGB06;UND;1;2;1;51;6;;;
POGB08;PIEDRA OJO DE GATO BOLA # 8;POGB08;UND;1;6;2;2;6;;;
POGB10;PIEDRA OJO DE GATO BOLA # 10;POGB10;UND;2;5;3;15;6;;;
POGB12;PIEDRA OJO DE GATO BOLA # 12;POGB12;UND;3;25;4;6;6;;;
POGB14;PIEDRA OJO DE GATO BOLA # 14;POGB14;UND;0;22;0;28;6;;;
POGCUA;PIEDRA OJO DE GATO CUADRADO;POGCUA;UND;2;5;3;13;6;;;
POGD04;PIEDRA OJO DE GATO DIAMANTE # 04;POGD04;UND;2;5;3;15;6;;;
POGD06;PIEDRA OJO DE GATO DIAMANTE # 06;POGD06;UND;2;75;3;44;6;;;
POGD10;PIEDRA OJO DE GATO DIAMANTE # 10;POGD10;UND;3;6;4;5;6;;;
POGD12;PIEDRA OJO DE GATO DIAMANTE # 12;POGD12;UND;4;25;5;31;6;;;
POGDRP;PIEDRA OJO DE GATO DIJE RECTANG./PQ;POGDRP;UND;2;75;3;44;6;;;
POGDRT;PIED. O/ GATO DIJE RECT. TIRA;POGDRT;UND;3;9;4;88;6;;;
POTB06;PIEDRA OJO DE TIGRE BOLA # 06;POTB06;UND;4;5;5;62;6;;;
POTB08;PIEDRA OJO DE TIGRE BOLA # 08;POTB08;UND;5;5;6;88;6;;;
POTB10;PIEDRA OJO DE TIGRE BOLA # 10;POTB10;UND;7;5;9;38;6;;;
POTB12;PIEDRA OJO DE TIGRE BOLA # 12;POTB12;UND;9;5;11;88;6;;;
POTC06;PIEDRA OJO DE TIGRE CUADRADO # 06;POTC06;UND;5;5;6;88;6;;;
POTC12;PIEDRA OJO DE TIGRE CORAZON #12;POTC12;UND;8;5;10;63;6;;;
POTO10;PIEDRA OJO DE TIGRE OVALO 10 X 30;POTO10;UND;9;5;11;88;6;;;
POTR10;PIEDRA OJO DE TIGRE ROMBO 10 x 10;POTR10;UND;6;5;8;13;6;;;
POTR14;PIEDRA OJO DE TIGRE ROMBO 14 x 14;POTR14;UND;8;5;10;63;6;;;
POTR19;PIEDRA OJO DE TIGRE ROMBO 19 x 29;POTR19;UND;11;5;14;38;6;;;
POTR25;PIEDRA OJO DE TIGRE ROMBO 25 x 35;POTR25;UND;13;5;16;88;6;;;
POTRGT;PIED.O/TIGRE RECT.GR TIR;POTRGT;UND;13;5;16;2;6;;;
PPC;PULSERA PEQUEÑA DE COCO;PPC;UND;0;7;0;84;6;;;
PPHG;PINZ.  PARA HUECO GRANDE;PPHG;UND;4;5;5;63;6;;;
PPHH;PINZA PARA HACER HUECOS;PPHH;UND;3;5;4;2;6;;;
PPM;PULSERA PEPA MADERA;PPM;UND;0;42;0;44;6;;;
PPS10;PERLA PLASTICA SARTA # 10;PPS10;UND;1;25;1;57;6;;;
PPS12;PERLA PLASTICA SARTA # 12;PPS12;UND;1;4;1;75;6;;;
PPS14;PERLA PLASTICA SARTA # 14;PPS14;UND;1;75;2;19;6;;;
PPS16;PERLA PLASTICA SARTA# 16;PPS16;UND;2;95;3;69;6;;;
PPS20;PERLA PLASTICA SARTA # 20;PPS20;UND;3;25;4;7;6;;;
PPS6;PERLA PLASTICA SARTA # 6;PPS6;UND;0;75;0;94;6;;;
PPS8;PERLA PLASTICA SARTA #  8;PPS8;UND;0;9;1;13;6;;;
PPTPLAS;PALILLOS PARA TEJER PLAS.;PPTPLAS;UND;0;3;0;36;6;;;
PULCN;PULSERA CONCHA NATURAL;PULCN;UND;1;25;1;5;6;;;
PULGTA;PULSERA GOTA TAGUA;PULGTA;UND;1;2;1;5;6;;;
PULSAG;PULSERA AGATA;PULSAG;UND;3;9;4;88;6;;;
PVB10N;PIEDRA VITRO-FUSION BOLA # 10 NUEVA;PVB10N;UND;4;9;5;88;6;;;
PVNAT;PERLA VELA NATURAL;PVNAT;UND;9;8;12;25;6;;;
R56891;REVISTA ( 5 - 6 - 8-9-10;R56891;UND;1;75;2;19;6;;;
RALJG;ROLLO ALAMBRE DE JOYERIA/GDE;RALJG;UND;1;5;1;89;6;;;
RALJP;ROLLO ALAMBRE JOYERIA PEQ/;RALJP;UND;0;5;0;6;6;;;
RAND10;RANDELAS - BOLA # 10;RAND10;UND;5;75;7;19;6;;;
RAND12;RANDELAS # 12;RAND12;UND;6;5;7;57;6;;;
RAND14;RANDELA # 14;RAND14;UND;8;25;10;31;6;;;
RBBO08;RANDELAS - BOLA # 8;RBBO08;UND;5;25;6;56;6;;;
RECTAG;RECORTE TAGUA;RECTAG;UND;0;8;0;1;6;;;
REVI07;REVISTA #7;REVI07;UND;2;1;2;63;6;;;
REVI23;REVISTA DE BISUTERIA 2-3-4;REVI23;UND;1;5;1;88;6;;;
RHP/DP;ROLLO HILO PLATEADO/DORADO PEQ/;RHP/DP;UND;0;5;0;6;6;;;
RN/ELAS;ROLLO NAYLON ELASTICO;RN/ELAS;UND;9;5;11;4;6;;;
ROALGU;ROLLO DE ALAMBRE / GUAYA;ROALGU;UND;1;5;1;88;6;;;
ROLLCS;ROLLO CORDON DE SEDA;ROLLCS;UND;5;5;5;5;6;;;
RPUYCO;RELOJ PARA PULSERA Y COLLAR;RPUYCO;UND;2;9;3;63;6;;;
RRBO04;RANDELAS - ROMBO - BOLA # 04;RRBO04;UND;3;25;4;6;6;;;
RRBO06;RANDELAS - ROMBO- BOLA # 6;RRBO06;UND;4;75;5;94;6;;;
SARTCM;SOBRE PARA COLLAR MEDIANO;SARTCM;UND;4;5;5;63;6;;;
SARTL;SOBRE PARA COLLAR LARGO;SARTL;UND;2;8;3;36;6;;;
SARTM;SOBRE PARA ARETE MEDIANO;SARTM;UND;1;95;2;44;6;;;
SARTP;SOBRE PARA ARETE PEQUEÑO;SARTP;UND;1;4;1;75;6;;;
SB10HD;SEPARADOR BOLA # 10 CON DIAMANTE;SB10HD;UND;0;9;1;13;6;;;
SB14HG;SEPARADOR  BOLA # 14 HUECO GRANDE;SB14HG;UND;0;4;0;5;6;;;
SDC2X1;SEPARADOR DIAMANTE CUBO 2X2X1;SDC2X1;UND;0;75;0;94;6;;;
SDC2X2;SEPARADOR DIAMANTE CUBO 2X2;SDC2X2;UND;0;85;1;7;6;;;
SDC3X3;SEPARADOR DIAMANTE CUBO 3X3;SDC3X3;UND;1;85;2;31;6;;;
SDC7X1;SEPARADOR DIAMANTE CILINDRO 7 X 10;SDC7X1;UND;1;5;1;88;6;;;
SDEM08;SEPARADOR CON DIAMANTE EN MEDIO # 8;SDEM08;UND;0;27;0;34;6;;;
SDEM10;SEPARADOR CON DIAMANTE EN MEDIO # 10;SDEM10;UND;0;3;0;38;6;;;
SDEM12;SEPARADOR CON DIAMANTE EN MEDIO # 12;SDEM12;UND;0;35;0;45;6;;;
SDIJPE;SUJETADOR DE DIJE PEGABLE;SDIJPE;UND;0;9;0;12;6;;;
SDIYCA;SUJETADOR DE DIJE  Y CADENA;SDIYCA;UND;0;75;0;94;6;;;
SDR2X23;SEPARADOR DIAMANTE RECT. 2X2X3;SDR2X23;UND;2;5;3;13;6;;;
SDT14;SEPARADR DIAMANTE TUBO # 14;SDT14;UND;2;5;3;13;6;;;
SDT5X1;SEPARADOR DIAMANTE TUBO 5X10;SDT5X1;UND;1;35;1;69;6;;;
SDT6X1;SEPARADOR DIAMANTE TUBO 6X10;SDT6X1;UND;1;75;2;19;6;;;
SDT6X8;SEPARADOR DIAMANTE TUBO 6X8;SDT6X8;UND;1;5;1;88;6;;;
SE2HCD;SEPARADOR 2 HUECOS CON DIAMANTE;SE2HCD;UND;0;35;0;44;6;;;
SECI10;SEPARADOR CILINDRO 10 X 15;SECI10;UND;0;5;0;63;6;;;
SED3HF;SEPARADOR DIAMANTE 3 HUECOS FINO;SED3HF;UND;0;35;0;44;6;;;
SEDB06;SEPARADOR DIAMANTE BOLA # 6;SEDB06;UND;0;4;0;5;6;;;
SEDB08;SEPARADOR DIAMANTE BOLA # 8;SEDB08;UND;0;45;0;57;6;;;
SEDB10;SEPARADOR DIAMANTE BOLA #10;SEDB10;UND;0;55;0;69;6;;;
SEDB12;SEPARADOR DIAMANTE BOLA # 12;SEDB12;UND;0;65;0;82;6;;;
SEDB14;SEPARADOR DIAMANTE BOLA # 14;SEDB14;UND;0;9;1;13;6;;;
SEDB16;SEPARADOR DIAMANTE BOLA # 16;SEDB16;UND;1;1;1;38;6;;;
SEDB1618;SEPARADOR DIAMANTE BOLA # 16-18;SEDB1618;UND;1;2;1;5;6;;;
SEDOGR;SEPARADOR DIAMANTE OVALO GDE.;SEDOGR;UND;0;6;0;75;6;;;
SEDT05;SEPARADOR DIAMANTE TUBO # 05;SEDT05;UND;1;25;1;57;6;;;
SEDTC1;SEP.DMANTE TUBO-CILINDRO 2X10;SEDTC1;UND;0;75;0;94;6;;;
SEDTC3;SEP. DIAMANTE TUBO-CILINDRO 3X10;SEDTC3;UND;0;85;1;7;6;;;
SEP5H;SEPARADOR DIAMANTE 5 HUECOS;SEP5H;UND;0;45;0;57;6;;;
SEPCAT;SEPARADOR CON ATACHE.;SEPCAT;UND;0;2;0;25;6;;;
SEPDAN;SEPARADOR DIAMANTE ANILLO;SEPDAN;UND;0;95;1;19;6;;;
SEPDHO;SEPARADOR DIAMANTE HOJA;SEPDHO;UND;0;55;0;69;6;;;
SFCDGR;SEPARADOR FLOR CON DIAMANTE GDE.;SFCDGR;UND;0;45;0;57;6;;;
SFCDPQ;SEPARADOR FLOR CON DIAMANTE PEQ.;SFCDPQ;UND;0;3;0;38;6;;;
SLIQUI;SILICON LIQUIDO;SLIQUI;UND;0;45;0;57;6;;;
SLIQX100;SILICON LIQUIDO x 100g;SLIQX100;UND;0;95;1;19;6;;;
SOB/A;SOBRES PARA ARETE;SOB/A;UND;1;88;2;26;6;;;
SOB/C;SOBRES PARA COLLAR;SOB/C;UND;6;88;6;88;6;;;
SOB/P;SOBRES PARA PULSERA;SOB/P;UND;2;75;3;3;6;;;
SUDIJE;SUJETADOR DE DIJE FINO;SUDIJE;UND;0;55;0;68;6;;;
TAJTAG;TAJADITAS;TAJTAG;UND;0;12;0;16;6;;;
TC10X3M;TIRA CONCHA 10 X 30 MED.;TC10X3M;UND;1;5;1;88;6;;;
TC15X3G;TIRA CONCHA 15 x 30 GDE.;TC15X3G;UND;1;7;2;13;6;;;
TC8X17P;TIRA CONCHA 8 X 17 PEQ.;TC8X17P;UND;1;3;1;63;6;;;
TCC1.0X1;TIRA  CONCHA CIRUELO 1.0 x 1.0;TCC1.0X1;UND;0;95;1;14;6;;;
TCD;TIRA CUERO DOBLE;TCD;UND;1;5;1;87;6;;;
TCDOR;TIJERA DORADA;TCDOR;UND;4;5;5;63;6;;;
TCENP;TIRA CUERO ENTRENSADA PEQ.;TCENP;UND;0;95;1;19;6;;;
TCINAN;TIRA PARA CINTURON ANCHA;TCINAN;UND;2;7;3;38;6;;;
TCNC;TIRA CONCHA NATURAL COLOR;TCNC;UND;0;95;1;2;6;;;
TCR1.5X2;TIRA CIRUELO RECTANGULAR 1.5 x 2.0;TCR1.5X2;UND;1;65;2;7;6;;;
TCURXRP;TIRAS DE CUERO x ROLLO PEQ.;TCURXRP;UND;4;5;5;63;6;;;
TICINTU;TIRA PARA CINTURON;TICINTU;UND;0;95;1;19;6;;;
TICUE;TIRAS DE CUERO;TICUE;UND;1;8;1;3;6;;;
TIJER3;TIJERA # 3;TIJER3;UND;2;25;2;82;6;;;
TIJER4;TIJERA # 4;TIJER4;UND;1;25;1;57;6;;;
TIRAGY;TIRAS DE GIPIUR;TIRAGY;UND;1;3;1;63;6;;;
TIRAP2;TIRA PLASTICA # 2;TIRAP2;UND;1;8;2;25;6;;;
TIRAP5;TIRA PLASTICA # 5;TIRAP5;UND;0;5;0;63;6;;;
TIRAPV;TIRA PLASTICA V/MODELOS;TIRAPV;UND;1;5;1;88;6;;;
TIRGYM;TIRAS DE GIPIUR MEDIANA;TIRGYM;UND;0;95;1;19;6;;;
TIRGYP;TIRAS DE GIPIUR PEQUEÑA;TIRGYP;UND;0;65;0;81;6;;;
TMEDCI;TIRA MEDIANA PARA CINTURON;TMEDCI;UND;1;65;2;6;6;;;
TPAATA;TIRA PLASTICA PARA APLICAR ATACHE;TPAATA;UND;0;5;0;63;6;;;
TPDANC;TIRA PLASTICA DOBLE  ANCHO;TPDANC;UND;2;8;3;5;6;;;
TPDAXRO;TIRA PLASTICA DOBLE  ANCHO ROLLO;TPDAXRO;UND;25;2;30;24;6;;;
TPLASA;TIRA PLASTICA ANCHA;TPLASA;UND;1;2;1;5;6;;;
UCBF1.5;UNION DE CADENA BOLA FINA 1.5;UCBF1.5;UND;1;8;2;16;6;;;
UCBF2.4;UNION DE CADENA BOLA FINA 2.4;UCBF2.4;UND;1;9;2;4;6;;;
UCBF3.2;UNION DE CADENA BOLA FINA 3.2;UCBF3.2;UND;2;3;2;3;6;;;
UCSYB2.4F;UNION DE CADENA SYB 2.4 FG;UCSYB2.4;UND;1;5;1;8;6;;;
UCSYB3.2F;UNION DE CADENA SYB 3.2 FG;UCSYB3.2F;UND;1;65;1;98;6;;;
CORTH;CORTA HILACHAS;CORTH;UND;0;5;0;63;12;;;
CHAARN;CHAQUIRA (amarilla;azul;roja;naranja);CHAARN;UND;2;25;2;82;6
CA/30;CADENA A/30;CA/30;UND;0;73;0;92;100;;;
CAB1.5;CADENA BOLA 1.5;CAB1.5;UND;0;5;0;63;100;;;
CAB1.5B;CADENA BOLA 1.5 BRONCE;CAB1.5B;UND;0;54;0;68;100;;;
CAB2.0;CADENA BOLA 2.0;CAB2.0;UND;0;66;0;83;100;;;
CAB2.0B;CADENA BOLA 2.0 BRONCE;CAB2.0B;UND;0;72;0;9;100;;;
CAB2.4X4;CADENA B2.4 x 4.8;CAB2.4X4;UND;0;95;1;19;100;;;
CAB3.2X6;CADENA B 3.2 x 6.4;CAB3.2X6;UND;1;2;1;5;100;;;
CACR2.4;CADENA CR 2.4;CACR2.4;UND;0;65;0;81;100;;;
CADGRU;CADENA GRUESA;CADGRU;UND;1;13;1;42;100;;;
CADK13;CADENA K13;CADK13;UND;0;88;1;1;100;;;
CADK14;CADENA K14;CADK14;UND;0;65;0;82;100;;;
CADK15;CADENA K15;CADK15;UND;0;58;0;73;100;;;
CADK16;CADENA K16;CADK16;UND;0;65;0;82;100;;;
CADK17;CADENA K17;CADK17;UND;0;6;0;75;100;;;
CADK18;CADENA K18;CADK18;UND;0;35;0;44;100;;;
CADL19;CADENA L19;CADL19;UND;0;3;0;38;100;;;
CADO100;CADENA O 100 mt;CADO100;UND;0;15;0;21;100;;;
CAK1620;CADENA K1620;CAK1620;UND;0;75;0;9;100;;;
CAK1621D;CADENA K 1621 DIAMANTADA;CAK1621D;UND;0;75;0;9;100;;;
CAK1622;CADENA K1622;CAK1622;UND;0;68;0;85;100;;;
CAK1809;CADENA K1809;CAK1809;UND;0;6;0;72;100;;;
CAK19;CADENA K19;CAK19;UND;1;1;1;38;100;;;
CAK75;CADENA K75;CAK75;UND;0;62;0;81;100;;;
CAK846;CADENA K846;CAK846;UND;6;5;7;8;100;;;
CAPLAFI;CADENA PLANA FINA;CAPLAFI;UND;0;15;0;2;100;;;
CAPLAGR;CADENA PLANA GRUESA;CAPLAGR;UND;0;19;0;24;100;;;
CBF1.5X3;CADENA BOLA FINA 1.5 X 3.0;CBF1.5X3;UND;0;85;1;6;100;;;
CDTM1.9;CADENA TM 1.9;CDTM1.9;UND;0;6;0;72;100;;;
CK1032;CADENA K1032;CK1032;UND;1;7;2;4;100;;;
CK1046;CADENA K1046;CK1046;UND;1;75;2;19;100;;;
CK1047;CADENA K1047;CK1047;UND;4;25;5;31;100;;;
CK10615;CADENA K10615;CK10615;UND;5;25;6;3;100;;;
CK10619;CADENA K10619;CK10619;UND;4;2;5;4;100;;;
CK12306;CADENA K12306;CK12306;UND;1;9;2;38;100;;;
CK1233;CADENA K 1233;CK1233;UND;1;3;1;56;100;;;
CK13301;CADENA K13301;CK13301;UND;2;85;3;57;100;;;
CK13608;CADENA K13608;CK13608;UND;2;25;2;7;100;;;
CK1426;CADENA K1426;CK1426;UND;2;55;3;6;100;;;
CK1466;CADENA K1466;CK1466;UND;3;75;4;69;100;;;
CK1721;CADENA K 1721;CK1721;UND;1;35;1;62;100;;;
CK1819;CADENA K819;CK1819;UND;4;5;5;4;100;;;
CK18D;CADENA K18 DOBLE;CK18D;UND;1;38;1;8;100;;;
CK826;CADENA K826;CK826;UND;5;25;6;3;100;;;
CSYB1.9;CADENA SYB 1.9;CSYB1.9;UND;1;9;2;28;100;;;
CSYB3.2;CADENA SYB 3.2;CSYB3.2;UND;2;2;2;64;100;;;
CW19;CADENA W19;CW19;UND;0;62;0;8;100;;;
CY1419;CADENA Y 1419;CY1419;UND;0;85;1;7;100;;;
CY1455;CADENA  Y1455;CY1455;UND;0;95;1;19;100;;;
CY1737;CADENA Y1737;CY1737;UND;0;85;1;2;100;;;
CY1738;CADENA Y1738;CY1738;UND;1;2;1;44;100;;;
CY1739;CADENA Y 1739;CY1739;UND;1;3;1;63;100;;;
CY18-18;CADENA Y-1818;CY18-18;UND;0;75;0;94;100;;;
CY1829;CADENA Y1829;CY1829;UND;0;85;1;8;100;;;
CY1906;CADENA Y-1906;CY1906;UND;0;75;0;94;100;;;
CY1925;CADENA Y1925;CY1925;UND;0;85;1;2;100;;;
CY1926;CADENA Y 1926;CY1926;UND;1;4;1;75;100;;;
HILCM;HILO CUERO METALIZADO;HILCM;UND;0;14;0;18;100;;;
HILCTB;HILO CUERO TRENSADO CON BRILLO;HILCTB;UND;0;23;0;29;100;;;
HILCTD;HILO CUERO TRENSADO DOBLE;HILCTD;UND;0;33;0;41;100;;;
HILCTP;HILO CUERO TRENSADO PLANO;HILCTP;UND;0;27;0;34;100;;;
HILCTR;HILO CUERO TRENSADO;HILCTR;UND;0;18;0;23;100;;;
CACBR;CADENA COBRE / BRONCE;CACBR;UND;0;12;0;15;60M;;;
CADO;CADENA O;CADO;UND;0;15;0;21;60M;;;
CADT21;CADENA T21;CADT21;UND;0;1;0;14;60M;;;
APLIXM;APLIQUE x METRO;APLIXM;UND;1;5;1;9;6M;;;
CHAXM;CHAQUIRA X METRO;CHAXM;UND;0;1;0;13;6M;;;
